SalesOrderID,OrderQty,ProductID,SubcategoryName,CategoryName
45313,1,768,Road Bikes,Bikes
45305,1,768,Road Bikes,Bikes
43687,1,768,Road Bikes,Bikes
45285,1,768,Road Bikes,Bikes
45298,1,768,Road Bikes,Bikes
45335,1,768,Road Bikes,Bikes
45277,1,768,Road Bikes,Bikes
44488,1,768,Road Bikes,Bikes
46028,1,768,Road Bikes,Bikes
43880,1,768,Road Bikes,Bikes
46043,1,768,Road Bikes,Bikes
46101,1,768,Road Bikes,Bikes
43860,1,768,Road Bikes,Bikes
46333,1,768,Road Bikes,Bikes
46038,1,768,Road Bikes,Bikes
44559,1,768,Road Bikes,Bikes
44797,1,768,Road Bikes,Bikes
43886,1,768,Road Bikes,Bikes
46044,1,768,Road Bikes,Bikes
43910,1,768,Road Bikes,Bikes
44512,1,768,Road Bikes,Bikes
45323,1,768,Road Bikes,Bikes
45044,1,768,Road Bikes,Bikes
45060,1,768,Road Bikes,Bikes
45809,1,768,Road Bikes,Bikes
44110,1,768,Road Bikes,Bikes
44526,1,768,Road Bikes,Bikes
44563,1,768,Road Bikes,Bikes
43879,1,768,Road Bikes,Bikes
44124,1,768,Road Bikes,Bikes
45057,1,768,Road Bikes,Bikes
44299,1,768,Road Bikes,Bikes
44531,1,768,Road Bikes,Bikes
43883,1,768,Road Bikes,Bikes
44517,1,768,Road Bikes,Bikes
46363,1,768,Road Bikes,Bikes
44498,1,768,Road Bikes,Bikes
44133,1,768,Road Bikes,Bikes
45065,1,768,Road Bikes,Bikes
45798,1,768,Road Bikes,Bikes
46042,1,768,Road Bikes,Bikes
46059,1,768,Road Bikes,Bikes
44313,1,768,Road Bikes,Bikes
44768,1,768,Road Bikes,Bikes
43692,1,768,Road Bikes,Bikes
44533,1,768,Road Bikes,Bikes
46071,1,768,Road Bikes,Bikes
45039,1,768,Road Bikes,Bikes
44555,1,768,Road Bikes,Bikes
44782,1,768,Road Bikes,Bikes
46068,1,768,Road Bikes,Bikes
44773,1,768,Road Bikes,Bikes
44509,1,768,Road Bikes,Bikes
45074,1,768,Road Bikes,Bikes
44085,1,768,Road Bikes,Bikes
44494,1,768,Road Bikes,Bikes
45309,1,768,Road Bikes,Bikes
44538,1,768,Road Bikes,Bikes
45283,1,768,Road Bikes,Bikes
45288,1,768,Road Bikes,Bikes
44744,1,768,Road Bikes,Bikes
45522,1,768,Road Bikes,Bikes
43681,1,768,Road Bikes,Bikes
43888,1,768,Road Bikes,Bikes
45291,1,768,Road Bikes,Bikes
46343,1,768,Road Bikes,Bikes
44093,1,768,Road Bikes,Bikes
44520,1,768,Road Bikes,Bikes
46355,1,768,Road Bikes,Bikes
44117,1,768,Road Bikes,Bikes
46058,1,768,Road Bikes,Bikes
43861,2,768,Road Bikes,Bikes
44283,2,768,Road Bikes,Bikes
46341,2,768,Road Bikes,Bikes
43666,2,768,Road Bikes,Bikes
43668,2,768,Road Bikes,Bikes
45332,2,768,Road Bikes,Bikes
45339,2,768,Road Bikes,Bikes
44801,2,768,Road Bikes,Bikes
46034,2,768,Road Bikes,Bikes
43689,2,768,Road Bikes,Bikes
45062,2,768,Road Bikes,Bikes
46349,2,768,Road Bikes,Bikes
44129,2,768,Road Bikes,Bikes
45284,2,768,Road Bikes,Bikes
44550,2,768,Road Bikes,Bikes
45344,2,768,Road Bikes,Bikes
46377,2,768,Road Bikes,Bikes
44314,2,768,Road Bikes,Bikes
44496,2,768,Road Bikes,Bikes
44317,2,768,Road Bikes,Bikes
46049,2,768,Road Bikes,Bikes
44298,2,768,Road Bikes,Bikes
43671,2,768,Road Bikes,Bikes
46356,2,768,Road Bikes,Bikes
46086,2,768,Road Bikes,Bikes
43873,2,768,Road Bikes,Bikes
46055,2,768,Road Bikes,Bikes
45070,2,768,Road Bikes,Bikes
45331,2,768,Road Bikes,Bikes
44296,2,768,Road Bikes,Bikes
45793,2,768,Road Bikes,Bikes
44286,2,768,Road Bikes,Bikes
45786,2,768,Road Bikes,Bikes
45795,2,768,Road Bikes,Bikes
44301,2,768,Road Bikes,Bikes
45317,2,768,Road Bikes,Bikes
44525,2,768,Road Bikes,Bikes
44778,2,768,Road Bikes,Bikes
44562,2,768,Road Bikes,Bikes
44293,2,768,Road Bikes,Bikes
45520,2,768,Road Bikes,Bikes
43662,2,768,Road Bikes,Bikes
45059,2,768,Road Bikes,Bikes
44079,2,768,Road Bikes,Bikes
45549,2,768,Road Bikes,Bikes
43855,2,768,Road Bikes,Bikes
46076,4,768,Road Bikes,Bikes
44522,4,768,Road Bikes,Bikes
46387,4,768,Road Bikes,Bikes
44114,4,768,Road Bikes,Bikes
45527,4,768,Road Bikes,Bikes
45536,4,768,Road Bikes,Bikes
46100,4,768,Road Bikes,Bikes
45781,4,768,Road Bikes,Bikes
44547,4,768,Road Bikes,Bikes
45577,4,768,Road Bikes,Bikes
44288,4,768,Road Bikes,Bikes
47694,9,768,Road Bikes,Bikes
46616,9,768,Road Bikes,Bikes
49123,5,768,Road Bikes,Bikes
47663,5,768,Road Bikes,Bikes
48766,5,768,Road Bikes,Bikes
49523,5,768,Road Bikes,Bikes
47718,5,768,Road Bikes,Bikes
49127,5,768,Road Bikes,Bikes
47670,5,768,Road Bikes,Bikes
50199,5,768,Road Bikes,Bikes
49147,5,768,Road Bikes,Bikes
49104,5,768,Road Bikes,Bikes
48311,5,768,Road Bikes,Bikes
48336,5,768,Road Bikes,Bikes
49509,5,768,Road Bikes,Bikes
50289,5,768,Road Bikes,Bikes
46629,5,768,Road Bikes,Bikes
48750,5,768,Road Bikes,Bikes
49052,5,768,Road Bikes,Bikes
49828,5,768,Road Bikes,Bikes
50259,5,768,Road Bikes,Bikes
47455,5,768,Road Bikes,Bikes
48363,5,768,Road Bikes,Bikes
49821,5,768,Road Bikes,Bikes
48332,3,768,Road Bikes,Bikes
47037,3,768,Road Bikes,Bikes
47447,3,768,Road Bikes,Bikes
49510,3,768,Road Bikes,Bikes
47391,3,768,Road Bikes,Bikes
48075,3,768,Road Bikes,Bikes
47712,3,768,Road Bikes,Bikes
47990,3,768,Road Bikes,Bikes
48065,3,768,Road Bikes,Bikes
48349,3,768,Road Bikes,Bikes
50284,3,768,Road Bikes,Bikes
47054,3,768,Road Bikes,Bikes
49115,3,768,Road Bikes,Bikes
47027,3,768,Road Bikes,Bikes
47041,3,768,Road Bikes,Bikes
48775,3,768,Road Bikes,Bikes
49488,3,768,Road Bikes,Bikes
49844,3,768,Road Bikes,Bikes
50297,3,768,Road Bikes,Bikes
47056,3,768,Road Bikes,Bikes
48378,3,768,Road Bikes,Bikes
47033,3,768,Road Bikes,Bikes
47354,3,768,Road Bikes,Bikes
49136,3,768,Road Bikes,Bikes
50298,3,768,Road Bikes,Bikes
48080,3,768,Road Bikes,Bikes
49479,3,768,Road Bikes,Bikes
50226,3,768,Road Bikes,Bikes
50712,3,768,Road Bikes,Bikes
46951,3,768,Road Bikes,Bikes
49118,3,768,Road Bikes,Bikes
50313,3,768,Road Bikes,Bikes
46638,3,768,Road Bikes,Bikes
47395,3,768,Road Bikes,Bikes
48359,3,768,Road Bikes,Bikes
47675,3,768,Road Bikes,Bikes
48016,3,768,Road Bikes,Bikes
50694,3,768,Road Bikes,Bikes
47973,3,768,Road Bikes,Bikes
46980,3,768,Road Bikes,Bikes
47366,3,768,Road Bikes,Bikes
50683,3,768,Road Bikes,Bikes
48059,6,768,Road Bikes,Bikes
47034,6,768,Road Bikes,Bikes
50252,6,768,Road Bikes,Bikes
46662,6,768,Road Bikes,Bikes
46933,6,768,Road Bikes,Bikes
46607,6,768,Road Bikes,Bikes
48307,6,768,Road Bikes,Bikes
46642,6,768,Road Bikes,Bikes
48295,6,768,Road Bikes,Bikes
50304,6,768,Road Bikes,Bikes
46672,6,768,Road Bikes,Bikes
47439,6,768,Road Bikes,Bikes
48691,1,768,Road Bikes,Bikes
47336,1,768,Road Bikes,Bikes
50470,1,768,Road Bikes,Bikes
50478,1,768,Road Bikes,Bikes
49663,1,768,Road Bikes,Bikes
47275,1,768,Road Bikes,Bikes
48446,1,768,Road Bikes,Bikes
48712,1,768,Road Bikes,Bikes
48868,1,768,Road Bikes,Bikes
49730,1,768,Road Bikes,Bikes
49612,1,768,Road Bikes,Bikes
48236,1,768,Road Bikes,Bikes
46768,1,768,Road Bikes,Bikes
47243,1,768,Road Bikes,Bikes
48419,1,768,Road Bikes,Bikes
50765,1,768,Road Bikes,Bikes
47610,1,768,Road Bikes,Bikes
47876,1,768,Road Bikes,Bikes
47777,1,768,Road Bikes,Bikes
47809,1,768,Road Bikes,Bikes
50993,1,768,Road Bikes,Bikes
48514,1,768,Road Bikes,Bikes
48633,1,768,Road Bikes,Bikes
50068,1,768,Road Bikes,Bikes
50647,1,768,Road Bikes,Bikes
47145,1,768,Road Bikes,Bikes
47906,1,768,Road Bikes,Bikes
49556,1,768,Road Bikes,Bikes
48649,1,768,Road Bikes,Bikes
50891,1,768,Road Bikes,Bikes
48535,1,768,Road Bikes,Bikes
51067,1,768,Road Bikes,Bikes
50073,1,768,Road Bikes,Bikes
50150,1,768,Road Bikes,Bikes
50610,1,768,Road Bikes,Bikes
48588,1,768,Road Bikes,Bikes
49427,1,768,Road Bikes,Bikes
48844,1,768,Road Bikes,Bikes
47622,1,768,Road Bikes,Bikes
49399,1,768,Road Bikes,Bikes
49761,1,768,Road Bikes,Bikes
47531,1,768,Road Bikes,Bikes
47001,7,768,Road Bikes,Bikes
48057,7,768,Road Bikes,Bikes
49837,7,768,Road Bikes,Bikes
48393,7,768,Road Bikes,Bikes
49099,7,768,Road Bikes,Bikes
50672,7,768,Road Bikes,Bikes
47018,7,768,Road Bikes,Bikes
49856,7,768,Road Bikes,Bikes
45047,5,768,Road Bikes,Bikes
46385,5,768,Road Bikes,Bikes
45301,5,768,Road Bikes,Bikes
45813,5,768,Road Bikes,Bikes
45299,5,768,Road Bikes,Bikes
44772,5,768,Road Bikes,Bikes
45270,5,768,Road Bikes,Bikes
47983,1,768,Road Bikes,Bikes
46620,1,768,Road Bikes,Bikes
47064,1,768,Road Bikes,Bikes
50315,1,768,Road Bikes,Bikes
49116,1,768,Road Bikes,Bikes
50722,1,768,Road Bikes,Bikes
48791,1,768,Road Bikes,Bikes
50738,1,768,Road Bikes,Bikes
47724,1,768,Road Bikes,Bikes
47066,1,768,Road Bikes,Bikes
50671,1,768,Road Bikes,Bikes
48325,1,768,Road Bikes,Bikes
49070,1,768,Road Bikes,Bikes
49494,1,768,Road Bikes,Bikes
48386,1,768,Road Bikes,Bikes
47384,1,768,Road Bikes,Bikes
48079,1,768,Road Bikes,Bikes
46668,1,768,Road Bikes,Bikes
48036,1,768,Road Bikes,Bikes
50290,1,768,Road Bikes,Bikes
49139,1,768,Road Bikes,Bikes
48310,1,768,Road Bikes,Bikes
49469,1,768,Road Bikes,Bikes
48296,1,768,Road Bikes,Bikes
48087,1,768,Road Bikes,Bikes
48741,1,768,Road Bikes,Bikes
50703,1,768,Road Bikes,Bikes
47398,1,768,Road Bikes,Bikes
47668,1,768,Road Bikes,Bikes
50242,1,768,Road Bikes,Bikes
47994,1,768,Road Bikes,Bikes
49891,1,768,Road Bikes,Bikes
47716,1,768,Road Bikes,Bikes
47401,1,768,Road Bikes,Bikes
49890,1,768,Road Bikes,Bikes
50235,1,768,Road Bikes,Bikes
50664,1,768,Road Bikes,Bikes
46997,1,768,Road Bikes,Bikes
48033,1,768,Road Bikes,Bikes
50321,1,768,Road Bikes,Bikes
47377,1,768,Road Bikes,Bikes
49154,1,768,Road Bikes,Bikes
50681,1,768,Road Bikes,Bikes
49518,1,768,Road Bikes,Bikes
48792,1,768,Road Bikes,Bikes
50231,1,768,Road Bikes,Bikes
47355,1,768,Road Bikes,Bikes
49465,1,768,Road Bikes,Bikes
50232,1,768,Road Bikes,Bikes
46940,1,768,Road Bikes,Bikes
49086,1,768,Road Bikes,Bikes
47687,2,768,Road Bikes,Bikes
48771,2,768,Road Bikes,Bikes
48769,2,768,Road Bikes,Bikes
50727,2,768,Road Bikes,Bikes
47367,2,768,Road Bikes,Bikes
46970,2,768,Road Bikes,Bikes
46964,2,768,Road Bikes,Bikes
48018,2,768,Road Bikes,Bikes
49476,2,768,Road Bikes,Bikes
46614,2,768,Road Bikes,Bikes
46948,2,768,Road Bikes,Bikes
48751,2,768,Road Bikes,Bikes
48023,2,768,Road Bikes,Bikes
48043,2,768,Road Bikes,Bikes
49841,2,768,Road Bikes,Bikes
50222,2,768,Road Bikes,Bikes
46652,2,768,Road Bikes,Bikes
50272,2,768,Road Bikes,Bikes
48786,2,768,Road Bikes,Bikes
49091,2,768,Road Bikes,Bikes
46988,2,768,Road Bikes,Bikes
48780,2,768,Road Bikes,Bikes
50748,2,768,Road Bikes,Bikes
46666,2,768,Road Bikes,Bikes
48339,2,768,Road Bikes,Bikes
49893,2,768,Road Bikes,Bikes
50244,2,768,Road Bikes,Bikes
50673,2,768,Road Bikes,Bikes
48026,2,768,Road Bikes,Bikes
47008,2,768,Road Bikes,Bikes
49496,2,768,Road Bikes,Bikes
49094,2,768,Road Bikes,Bikes
48788,2,768,Road Bikes,Bikes
50265,2,768,Road Bikes,Bikes
48764,2,768,Road Bikes,Bikes
50191,2,768,Road Bikes,Bikes
49090,2,768,Road Bikes,Bikes
50245,2,768,Road Bikes,Bikes
47988,2,768,Road Bikes,Bikes
48740,2,768,Road Bikes,Bikes
49480,2,768,Road Bikes,Bikes
49827,2,768,Road Bikes,Bikes
49066,2,768,Road Bikes,Bikes
49159,2,768,Road Bikes,Bikes
50726,2,768,Road Bikes,Bikes
47055,4,768,Road Bikes,Bikes
47422,4,768,Road Bikes,Bikes
48048,4,768,Road Bikes,Bikes
47721,4,768,Road Bikes,Bikes
49160,4,768,Road Bikes,Bikes
48050,4,768,Road Bikes,Bikes
47965,4,768,Road Bikes,Bikes
46959,4,768,Road Bikes,Bikes
48761,4,768,Road Bikes,Bikes
49865,4,768,Road Bikes,Bikes
47975,4,768,Road Bikes,Bikes
49888,4,768,Road Bikes,Bikes
47369,4,768,Road Bikes,Bikes
49161,4,768,Road Bikes,Bikes
50221,4,768,Road Bikes,Bikes
47978,4,768,Road Bikes,Bikes
46671,4,768,Road Bikes,Bikes
50204,4,768,Road Bikes,Bikes
47409,4,768,Road Bikes,Bikes
49076,4,768,Road Bikes,Bikes
49538,4,768,Road Bikes,Bikes
46992,4,768,Road Bikes,Bikes
49485,4,768,Road Bikes,Bikes
49140,4,768,Road Bikes,Bikes
49065,4,768,Road Bikes,Bikes
50214,4,768,Road Bikes,Bikes
47658,4,768,Road Bikes,Bikes
50208,4,768,Road Bikes,Bikes
50314,4,768,Road Bikes,Bikes
49498,4,768,Road Bikes,Bikes
47450,4,768,Road Bikes,Bikes
50663,4,768,Road Bikes,Bikes
46660,8,768,Road Bikes,Bikes
47416,8,768,Road Bikes,Bikes
46981,8,768,Road Bikes,Bikes
47683,8,768,Road Bikes,Bikes
46643,8,768,Road Bikes,Bikes
45575,3,768,Road Bikes,Bikes
44771,3,768,Road Bikes,Bikes
45550,3,768,Road Bikes,Bikes
43898,3,768,Road Bikes,Bikes
44758,3,768,Road Bikes,Bikes
44506,3,768,Road Bikes,Bikes
45810,3,768,Road Bikes,Bikes
45556,3,768,Road Bikes,Bikes
45797,3,768,Road Bikes,Bikes
44501,3,768,Road Bikes,Bikes
45338,3,768,Road Bikes,Bikes
46368,3,768,Road Bikes,Bikes
44309,3,768,Road Bikes,Bikes
44570,3,768,Road Bikes,Bikes
46036,3,768,Road Bikes,Bikes
46358,3,768,Road Bikes,Bikes
46105,3,768,Road Bikes,Bikes
44742,3,768,Road Bikes,Bikes
45805,3,768,Road Bikes,Bikes
44749,3,768,Road Bikes,Bikes
44502,3,768,Road Bikes,Bikes
45552,3,768,Road Bikes,Bikes
46057,6,768,Road Bikes,Bikes
49884,12,768,Road Bikes,Bikes
44920,1,768,Road Bikes,Bikes
43824,1,768,Road Bikes,Bikes
46532,1,768,Road Bikes,Bikes
44172,1,768,Road Bikes,Bikes
44219,1,768,Road Bikes,Bikes
45879,1,768,Road Bikes,Bikes
44057,1,768,Road Bikes,Bikes
46414,1,768,Road Bikes,Bikes
43827,1,768,Road Bikes,Bikes
43943,1,768,Road Bikes,Bikes
45384,1,768,Road Bikes,Bikes
45855,1,768,Road Bikes,Bikes
44166,1,768,Road Bikes,Bikes
46286,1,768,Road Bikes,Bikes
44990,1,768,Road Bikes,Bikes
45009,1,768,Road Bikes,Bikes
44053,1,768,Road Bikes,Bikes
46487,1,768,Road Bikes,Bikes
44988,1,768,Road Bikes,Bikes
45225,1,768,Road Bikes,Bikes
45081,1,768,Road Bikes,Bikes
44314,1,769,Road Bikes,Bikes
44293,1,769,Road Bikes,Bikes
45302,1,769,Road Bikes,Bikes
45059,1,769,Road Bikes,Bikes
44772,1,769,Road Bikes,Bikes
46057,1,769,Road Bikes,Bikes
46100,1,769,Road Bikes,Bikes
46349,1,769,Road Bikes,Bikes
46044,1,769,Road Bikes,Bikes
46358,1,769,Road Bikes,Bikes
45283,1,769,Road Bikes,Bikes
44488,1,769,Road Bikes,Bikes
45797,1,769,Road Bikes,Bikes
44313,1,769,Road Bikes,Bikes
44753,1,769,Road Bikes,Bikes
45326,1,769,Road Bikes,Bikes
46059,1,769,Road Bikes,Bikes
44288,1,769,Road Bikes,Bikes
44557,1,769,Road Bikes,Bikes
44486,1,769,Road Bikes,Bikes
44496,1,769,Road Bikes,Bikes
46344,1,769,Road Bikes,Bikes
44563,1,769,Road Bikes,Bikes
46101,1,769,Road Bikes,Bikes
44570,1,769,Road Bikes,Bikes
44301,1,769,Road Bikes,Bikes
44555,1,769,Road Bikes,Bikes
44744,1,769,Road Bikes,Bikes
46049,1,769,Road Bikes,Bikes
46099,1,769,Road Bikes,Bikes
45055,1,769,Road Bikes,Bikes
45278,1,769,Road Bikes,Bikes
44780,1,769,Road Bikes,Bikes
45284,1,769,Road Bikes,Bikes
45810,1,769,Road Bikes,Bikes
45053,1,769,Road Bikes,Bikes
46336,1,769,Road Bikes,Bikes
46042,1,769,Road Bikes,Bikes
46058,1,769,Road Bikes,Bikes
44531,1,769,Road Bikes,Bikes
45339,1,769,Road Bikes,Bikes
45793,1,769,Road Bikes,Bikes
44749,1,769,Road Bikes,Bikes
44522,1,769,Road Bikes,Bikes
45270,1,769,Road Bikes,Bikes
46347,1,769,Road Bikes,Bikes
44782,2,769,Road Bikes,Bikes
45332,2,769,Road Bikes,Bikes
45786,2,769,Road Bikes,Bikes
46355,2,769,Road Bikes,Bikes
45338,2,769,Road Bikes,Bikes
46333,2,769,Road Bikes,Bikes
46367,2,769,Road Bikes,Bikes
45060,2,769,Road Bikes,Bikes
45069,2,769,Road Bikes,Bikes
44521,2,769,Road Bikes,Bikes
46356,2,769,Road Bikes,Bikes
44755,2,769,Road Bikes,Bikes
45550,2,769,Road Bikes,Bikes
44299,2,769,Road Bikes,Bikes
46387,2,769,Road Bikes,Bikes
46055,2,769,Road Bikes,Bikes
46326,2,769,Road Bikes,Bikes
44283,2,769,Road Bikes,Bikes
44494,2,769,Road Bikes,Bikes
44520,2,769,Road Bikes,Bikes
46105,2,769,Road Bikes,Bikes
44296,2,769,Road Bikes,Bikes
46385,2,769,Road Bikes,Bikes
46343,2,769,Road Bikes,Bikes
46045,2,769,Road Bikes,Bikes
44509,4,769,Road Bikes,Bikes
45317,4,769,Road Bikes,Bikes
44298,4,769,Road Bikes,Bikes
45577,4,769,Road Bikes,Bikes
45538,4,769,Road Bikes,Bikes
45799,4,769,Road Bikes,Bikes
47683,9,769,Road Bikes,Bikes
47018,9,769,Road Bikes,Bikes
49888,5,769,Road Bikes,Bikes
50204,5,769,Road Bikes,Bikes
49147,5,769,Road Bikes,Bikes
47034,5,769,Road Bikes,Bikes
48339,5,769,Road Bikes,Bikes
50265,5,769,Road Bikes,Bikes
50244,5,769,Road Bikes,Bikes
49837,5,769,Road Bikes,Bikes
50694,5,769,Road Bikes,Bikes
49094,5,769,Road Bikes,Bikes
48735,5,769,Road Bikes,Bikes
